,sentence,label
71,"Из Николкиного электрического фонарика ударил голубой конус, а в нем видно, что обшивка со стены явно содрана и снаружи наскоро прибита.",0
72,–Вот бы подстрелить чертей!,0
73,Ейбогу.,0
74,Знаешь что: сядем на эту ночь в караул?,0
75,Я знаю – это сапожники из одиннадцатого номера.,0
76,И ведь какие негодяи!,0
77,"Дров у них больше, чем у нас.",0
78,–А ну их…,0
79,Идем.,0
80,Бери.,0
81,"Ржавый замок запел, осыпался на братьев пласт, поволокли дрова.",0
82,К девяти часам вечера к изразцам Саардама нельзя было притронуться.,0
83,"Замечательная печь на своей ослепительной поверхности несла следующие исторические записи и рисунки, сделанные в разное время восемнадцатого года рукою Николки тушью и полные самого глубокого смысла и значения: «Если тебе скажут, что союзники спешат к нам на выручку,– не верь.",0
84,Союзники – сволочи.,0
85,Он сочувствует большевикам.»,0
86,Рисунок: рожа Момуса.,0
87,Подпись: «Улан Леонид Юрьевич».,0
88,"«Слухи грозные, ужасные, Наступают банды красные!»",0
89,"Рисунок красками: голова с отвисшими усами, в папахе с синим хвостом.",0
90,Подпись: «Бей Петлюру!»,0
91,"Руками Елены и нежных и старинных турбинских друзей детства – Мышлаевского, Карася, Шервинского – красками, тушью, чернилами, вишневым соком записано: «Елена Васильевна любит нас сильно, Кому – на, а кому – не.»",0
92,"«Леночка, я взял билет на Аиду.",0
93,"Бельэтаж №8, правая сторона.»",0
94,"«1918 года, мая 12 дня я влюбился.»",0
95,«Вы толстый и некрасивый.»,0
96,«После таких слов я застрелюсь.»,0
97,(Нарисован весьма похожий браунинг.),0
98,«Да здравствует Россия!,0
99,Да здравствует самодержавие!»,0
100,«Июнь.,0
101,Баркарола.»,0
102,«Недаром помнит вся Россия Про день Бородина.»,0
103,"Печатными буквами, рукою Николки: «Я таки приказываю посторонних вещей на печке не писать под угрозой расстрела всякого товарища с лишением прав.",0
104,Комиссар Подольского райкома.,0
105,"Дамский, мужской и женский портной Абрам Пружинер, 1918 года, 30го января.»",0
106,"Пышут жаром разрисованные изразцы, черные часы ходят, как тридцать лет назад: тонктанк.",0
107,"Старший Турбин, бритый, светловолосый, постаревший и мрачный с 25 октября 1917 года, во френче с громадными карманами, в синих рейтузах и мягких новых туфлях, в любимой позе – в кресле с ногами.",0
108,"У ног его на скамеечке Николка с вихром, вытянув ноги почти до буфета,– столовая маленькая.",0
109,Ноги в сапогах с пряжками.,0
110,"Николкина подруга, гитара, нежно и глухо: трень…",0
111,"Неопределенно трень… потому что пока что, видите ли, ничего еще толком не известно.",0
112,"Тревожно в Городе, туманно, плохо…",0
113,"На плечах у Николки унтерофицерские погоны с белыми нашивками, а на левом рукаве остроуглый трехцветный шеврон.",0
114,"(Дружина первая, пехотная, третий ее отдел.",0
115,"Формируется четвертый день, ввиду начинающихся событий.)",0
116,"Но, несмотря на все эти события, в столовой, в сущности говоря, прекрасно.",0
117,"Жарко, уютно, кремовые шторы задернуты.",0
118,"И жар согревает братьев, рождает истому.",0
119,"Старший бросает книгу, тянется.",0
120,"–А нука, сыграй «Съемки»…",0
121,Треньтатам…,0
122,Треньтатам…,0
123,"Сапоги фасонные, Бескозырки тонные, То юнкераинженеры идут!",0
124,Старший начинает подпевать.,0
125,"Глаза мрачны, но в них зажигается огонек, в жилах – жар.",0
126,"Но тихонько, господа, тихонько, тихонечко.",0
127,"Здравствуйте, дачники, Здравствуйте, дачницы…",0
128,"Гитара идет маршем, со струн сыплет рота, инженеры идут – ать, ать!",0
129,Николкины глаза вспоминают: Училище.,0
130,"Облупленные александровские колонны, пушки.",0
131,"Ползут юнкера на животиках от окна к окну, отстреливаются.",0
132,Пулеметы в окнах.,0
133,"Туча солдат осадила училище, ну, форменная туча.",0
134,Что поделаешь.,0
135,"Испугался генерал Богородицкий и сдался, сдался с юнкерами.",0
136,Паазор…,0
137,"Здравствуйте, дачницы, Здравствуйте, дачники, Съемки у нас уж давно начались.",0
138,Туманятся Николкины глаза.,0
139,Столбы зноя над червонными украинскими полями.,0
140,В пыли идут пылью пудренные юнкерские роты.,0
141,"Было, было все это и вот не стало.",0
142,Позор.,0
143,Чепуха.,0
144,"Елена раздвинула портьеру, и в черном просвете показалась ее рыжеватая голова.",0
145,"Братьям послала взгляд мягкий, а на часы очень и очень тревожный.",0
146,Оно и понятно.,0
147,"Где же, в самом деле, Тальберг?",0
148,Волнуется сестра.,0
149,"Хотела, чтобы это скрыть, подпеть братьям, но вдруг остановилась и подняла палец.",0
150,–Погодите.,0
151,Слышите?,0
152,Оборвала рота шаг на всех семи струнах: стоой!,0
153,Все трое прислушались и убедились – пушки.,0
154,"Тяжело, далеко и глухо.",0
155,Вот еще раз: буу…,0
156,"Николка положил гитару и быстро встал, за ним, кряхтя, поднялся Алексей.",0
157,В гостиной – приемной совершенно темно.,0
158,Николка наткнулся на стул.,0
159,В окнах настоящая опера «Ночь под рождество» – снег и огонечки.,0
160,Дрожат и мерцают.,0
161,Николка прильнул к окошку.,0
162,"Из глаз исчез зной и училище, в глазах – напряженнейший слух.",0
163,Где?,0
164,Пожал унтерофицерскими плечами.,0
165,–Черт его знает.,0
166,"Впечатление такое, что будто под Святошиным стреляют.",0
167,"Странно, не может быть так близко.",0
168,"Алексей во тьме, а Елена ближе к окошку, и видно, что глаза ее черноиспуганны.",0
169,"Что же значит, что Тальберга до сих пор нет?",0
170,"Старший чувствует ее волнение и поэтому не говорит ни слова, хоть сказать ему и очень хочется.",0
171,В Святошине.,0
172,Сомнений в этом никаких быть не может.,0
173,"Стреляют в двенадцати верстах от города, не дальше.",0
174,Что за штука?,0
175,"Николка взялся за шпингалет, другой рукой прижал стекло, будто хочет выдавить его и вылезть, и нос расплющил.",0
176,–Хочется мне туда поехать.,0
177,"Узнать, в чем дело…",0
178,"–Ну да, тебя там не хватало…",0
179,Елена говорит в тревоге.,0
180,Вот несчастье.,0
181,"Муж должен был вернуться самое позднее, слышите ли,– самое позднее, сегодня в три часа дня, а сейчас уже десять.",0
182,В молчании вернулись в столовую.,0
183,Гитара мрачно молчит.,0
184,"Николка из кухни тащит самовар, и тот поет зловеще и плюется.",0
185,"На столе чашки с нежными цветами снаружи и золотые внутри, особенные, в виде фигурных колонок.",0
186,"При матери, Анне Владимировне, это был праздничный сервиз в семействе, а теперь у детей пошел на каждый день.",0
187,"Скатерть, несмотря на пушки и на все это томление, тревогу и чепуху, бела и крахмальна.",0
188,"Это от Елены, которая не может иначе, это от Анюты, выросшей в доме Турбиных.",0
189,"Полы лоснятся, и в декабре, теперь, на столе, в матовой, колонной, вазе голубые гортензии и две мрачных и знойных розы, утверждающие красоту и прочность жизни, несмотря на то, что на подступах к Городу – коварный враг, который, пожалуй, может разбить снежный, прекрасный Город и осколки покоя растоптать каблуками.",0
190,Цветы.,0
191,"Цветы – приношение верного Елениного поклонника, гвардии поручика Леонида Юрьевича Шервинского, друга продавщицы в конфетной знаменитой «Маркизе», друга продавщицы в уютном цветочном магазине «Ниццкая флора».",0
192,"Под тенью гортензий тарелочка с синими узорами, несколько ломтиков колбасы, масло в прозрачной масленке, в сухарнице пилафраже и белый продолговатый хлеб.",0
193,"Прекрасно можно было бы закусить и выпить чайку, если б не все эти мрачные обстоятельства…",0
194,Эх… эх…,0
195,"На чайнике верхом едет гарусный пестрый петух, и в блестящем боку самовара отражаются три изуродованных турбинских лица, и щеки Николкины в нем, как у Момуса.",0
196,"В глазах Елены тоска, и пряди, подернутые рыжеватым огнем, уныло обвисли.",0
197,Застрял гдето Тальберг со своим денежным гетманским поездом и погубил вечер.,0
198,"Черт его знает, уж не случилось ли, чего доброго, чтонибудь с ним?..",0
199,Братья вяло жуют бутерброды.,0
200,Перед Еленою остывающая чашка и «Господин из СанФранциско».,0
201,"Затуманенные глаза, не видя, глядят на слова: …мрак, океан, вьюгу.",0
202,Не читает Елена.,0
203,"Николка, наконец, не выдерживает: –Желал бы я знать, почему так близко стреляют?",0
204,Ведь не может же быть…,0
205,Сам себя прервал и исказился при движении в самоваре.,0
206,Пауза.,0
207,Стрелка переползает десятую минуту и – тонктанк – идет к четверти одиннадцатого.,0
208,"–Потому стреляют, что немцы – мерзавцы,– неожиданно бурчит старший.",0
209,"Елена поднимает голову на часы и спрашивает: –Неужели, неужели они оставят нас на произвол судьбы?",0
210,– Голос ее тосклив.,0
211,"Братья, словно по команде, поворачивают головы и начинают лгать.",0
212,"–Ничего не известно,– говорит Николка и обкусывает ломтик.",0
213,"–Это я так сказал, гм… предположительно.",0
214,Слухи.,0
215,"–Нет, не слухи,– упрямо отвечает Елена,– это не слух, а верно; сегодня видела Щеглову, и она сказала, что изпод Бородянки вернули два немецких полка.",0
216,–Чепуха.,0
217,"–Подумай сама,– начинает старший,– мыслимое ли дело, чтобы немцы подпустили этого прохвоста близко к городу?",0
218,"Подумай, а?",0
219,"Я лично решительно не представляю, как они с ним уживутся хотя бы одну минуту.",0
220,Полнейший абсурд.,0
221,Немцы и Петлюра.,0
222,"Сами же они его называют не иначе, как бандит.",0
223,Смешно.,0
224,"–Ах, что ты говоришь.",0
225,Знаю я теперь немцев.,0
226,Сама уже видела нескольких с красными бантами.,0
227,И унтерофицер пьяный с бабой какойто.,0
228,И баба пьяная.,0
229,–Ну мало ли что?,0
230,Отдельные случаи разложения могут быть даже и в германской армии.,0
231,"–Так, повашему, Петлюра не войдет?",0
232,–Гм…,0
233,"Помоему, этого не может быть.",0
234,–Апсольман.,0
235,"Налей мне, пожалуйста, еще одну чашечку чаю.",0
236,Ты не волнуйся.,0
237,"Соблюдай, как говорится, спокойствие.",0
238,"–Но, боже, где же Сергей?",0
239,"Я уверена, что на их поезд напали и…",0
240,–И что?,0
241,"Ну, что выдумываешь зря?",0
242,Ведь эта линия совершенно свободна.,0
243,–Почему же его нет?,0
244,"–Господи, боже мой!",0
245,"Знаешь же сама, какая езда.",0
246,"На каждой станции стояли, наверное, по четыре часа.",0
247,–Революционная езда.,0
248,Час едешь – два стоишь.,0
249,"Елена, тяжело вздохнув, поглядела на часы, помолчала, потом заговорила опять: –Господи, господи!",0
250,"Если бы немцы не сделали этой подлости, все было бы отлично.",0
251,"Двух их полков достаточно, чтобы раздавить этого вашего Петлюру, как муху.",0
252,"Нет, я вижу, немцы играют какуюто подлую двойную игру.",0
253,И почему же нет хваленых союзников?,0
254,"Уу, негодяи.",0
255,"Обещали, обещали…",0
256,"Самовар, молчавший до сих пор, неожиданно запел, и угольки, подернутые седым пеплом, вывалились на поднос.",0
257,Братья невольно посмотрели на печку.,0
258,Ответ – вот он.,0
259,Пожалуйста: «Союзники – сволочи.»,0
260,"Стрелка остановилась на четверти, часы солидно хрипнули и пробили – раз, и тотчас же часам ответил заливистый, тонкий звон под потолком в передней.",0
261,"–Слава богу, вот и Сергей,– радостно сказал старший.",0
262,"–Это Тальберг,– подтвердил Николка и побежал отворять.",0
263,"Елена порозовела, встала.",0
264,Но это оказался вовсе не Тальберг.,0
265,"Три двери прогремели, и глухо на лестнице прозвучал Николкин удивленный голос.",0
266,Голос в ответ.,0
267,За голосами по лестнице стали переваливаться кованые сапоги и приклад.,0
268,"Дверь в переднюю впустила холод, и перед Алексеем и Еленой очутилась высокая, широкоплечая фигура в шинели до пят и в защитных погонах с тремя поручичьими звездами химическим карандашом.",0
269,"Башлык заиндевел, а тяжелая винтовка с коричневым штыком заняла всю переднюю.",0
270,"–Здравствуйте,– пропела фигура хриплым тенором и закоченевшими пальцами ухватилась за башлык.",0
271,–Витя!,0
272,"Николка помог фигуре распутать концы, капюшон слез, за капюшоном блин офицерской фуражки с потемневшей кокардой, и оказалась над громадными плечами голова поручика Виктора Викторовича Мышлаевского.",0
273,"Голова эта была очень красива, странной и печальной и привлекательной красотой давней, настоящей породы и вырождения.",0
274,"Красота в разных по цвету, смелых глазах, в длинных ресницах.",0
275,"Нос с горбинкой, губы гордые, лоб бел и чист, без особых примет.",0
276,"Но вот, один уголок рта приспущен печально, и подбородок косовато срезан так, словно у скульптора, лепившего дворянское лицо, родилась дикая фантазия откусить пласт глины и оставить мужественному лицу маленький и неправильный женский подбородок.",0
277,–Откуда ты?,0
278,–Откуда?,0
279,"–Осторожнее,– слабо ответил Мышлаевский,– не разбей.",0
280,Там бутылка водки.,0
281,"Николка бережно повесил тяжелую шинель, из кармана которой выглядывало горлышко в обрывке газеты.",0
282,"Затем повесил тяжелый маузер в деревянной кобуре, покачнув стойку с оленьими рогами.",0
283,"Тогда лишь Мышлаевский повернулся к Елене, руку поцеловал и сказал: –Изпод Красного Трактира.",0
284,"Позволь, Лена, ночевать.",0
285,Не дойду домой.,0
286,"–Ах, боже мой, конечно.",0
287,"Мышлаевский вдруг застонал, пытался подуть на пальцы, но губы его не слушались.",0
288,"Белые брови и поседевшая инеем бархатка подстриженных усов начали таять, лицо намокло.",0
289,"Турбинстарший расстегнул френч, прошелся по шву, вытягивая грязную рубашку.",0
290,"–Ну, конечно…",0
291,Полно.,0
292,Кишат.,0
293,"–Вот что,– испуганная Елена засуетилась, забыла Тальберга на минуту,– Николка, там в кухне дрова.",0
294,Беги зажигай колонку.,0
295,"Эх, горето, что Анюту я отпустила.",0
296,"Алексей, снимай с него френч, живо.",0
297,"В столовой у изразцов Мышлаевский, дав волю стонам, повалился на стул.",0
298,Елена забегала и загремела ключами.,0
299,"Турбин и Николка, став на колени, стягивали с Мышлаевского узкие щегольские сапоги с пряжками на икрах.",0
300,–Легче…,0
301,"Ох, легче…",0
302,Размотались мерзкие пятнистые портянки.,0
303,Под ними лиловые шелковые носки.,0
304,Френч Николка тотчас отправил на холодную веранду – пусть дохнут вши.,0
305,"Мышлаевский, в грязнейшей батистовой сорочке, перекрещенной черными подтяжками, в синих бриджах со штрипками, стал тонкий и черный, больной и жалкий.",0
306,"Посиневшие ладони зашлепали, зашарили по изразцам.",0
307,Слух… грозн… наст… банд…,0
308,Влюбился… мая…,0
309,–Что же это за подлецы!– закричал Турбин.,0
310,– Неужели же они не могли дать вам валенки и полушубки?,0
311,"–Ва… аленки,– плача, передразнил Мышлаевский,– вален…",0
312,Руки и ноги в тепле взрезала нестерпимая боль.,0
313,"Услыхав, что Еленины шаги стихли в кухне, Мышлаевский яростно и слезливо крикнул: –Кабак!",0
314,"Сипя и корчась, повалился и, тыча пальцем в носки, простонал: –Снимите, снимите, снимите…",0
315,"Пахло противным денатуратом, в тазу таяла снежная гора, от винного стаканчика водки поручик Мышлаевский опьянел мгновенно до мути в глазах.",0
316,–Неужели же отрезать придется?,0
317,Господи…,0
318,– Он горько закачался в кресле.,0
319,"–Ну, что ты, погоди.",0
320,Ничего…,0
321,Так.,0
322,Приморозил большой.,0
323,Так… отойдет.,0
324,И этот отойдет.,0
325,"Николка присел на корточки и стал натягивать чистые черные носки, а деревянные, негнущиеся руки Мышлаевского полезли в рукава купального мохнатого халата.",0
326,"На щеках расцвели алые пятна, и, скорчившись, в чистом белье, в халате, смягчился и ожил помороженный поручик Мышлаевский.",0
327,"Грозные матерные слова запрыгали в комнате, как град по подоконнику.",0
328,"Скосив глаза к носу, ругал похабными словами штаб в вагонах первого класса, какогото полковника Щеткина, мороз, Петлюру, и немцев, и метель и кончил тем, что самого гетмана всея Украины обложил гнуснейшими площадными словами.",0
329,"Алексей и Николка смотрели, как лязгал зубами согревающийся поручик, и время от времени вскрикивали: «Нуну».",0
330,"–Гетман, а?",0
331,Твою мать!– рычал Мышлаевский.,0
332,– Кавалергард?,0
333,Во дворце?,0
334,А?,0
335,"А нас погнали, в чем были.",0
336,А?,0
337,Сутки на морозе в снегу…,0
338,Господи!,0
339,Ведь думал – пропадем все…,0
340,К матери!,0
341,На сто саженей офицер от офицера – это цепь называется?,0
342,Как кур чуть не зарезали!,0
343,"–Постой,– ошалевая от брани, спрашивал Турбин,– ты скажи, кто там под Трактиром?",0
344,–Ат!,0
345,– Мышлаевский махнул рукой.,0
346,– Ничего не поймешь!,0
347,"Ты знаешь, сколько нас было под Трактиром?",0
348,Сорок человек.,0
349,"Приезжает эта лахудра – полковник Щеткин и говорит (тут Мышлаевский перекосил лицо, стараясь изобразить ненавистного ему полковника Щеткина, и заговорил противным, тонким и сюсюкающим голосом): «Господа офицеры, вся надежда Города на вас.",0
350,"Оправдайте доверие гибнущей матери городов русских, в случае появления неприятеля – переходите в наступление, с нами бог!",0
351,Через шесть часов дам смену.,0
352,Но патроны прошу беречь…»,0
353,(Мышлаевский заговорил своим обыкновенным голосом) – и смылся на машине со своим адъютантом.,0
354,"И темно, как в ж…!",0
355,Мороз.,0
356,Иголками берет.,0
357,"–Да кто же там, господи!",0
358,Ведь не может же Петлюра под Трактиром быть?,0
359,–А черт их знает!,0
360,"Веришь ли, к утру чуть с ума не сошли.",0
361,"Стали это мы в полночь, ждем смены…",0
362,"Ни рук, ни ног.",0
363,Нету смены.,0
364,"Костров, понятное дело, разжечь не можем, деревня в двух верстах.",0
365,Трактир – верста.,0
366,Ночью чудится: поле шевелится.,0
367,Кажется – ползут…,0
368,"Ну, думаю, что будем делать?..",0
369,Что?,0
370,"Вскинешь винтовку, думаешь – стрелять или не стрелять?",0
371,Искушение.,0
372,"Стояли, как волки выли.",0
373,"Крикнешь,– в цепи гдето отзовется.",0
374,"Наконец, зарылся в снег, нарыл себе прикладом гроб, сел и стараюсь не заснуть: заснешь – каюк.",0
375,"И под утро не вытерпел, чувствую – начинаю дремать.",0
376,"Знаешь, что спасло?",0
377,Пулеметы.,0
378,"На рассвете, слышу, верстах в трех поехало!",0
379,"И ведь, представь, вставать не хочется.",0
380,"Ну, а тут пушка забухала.",0
381,"Поднялся, словно на ногах по пуду, и думаю: «Поздравляю, Петлюра пожаловал».",0
382,"Стянули маленько цепь, перекликаемся.",0
383,"Решили так: в случае чего, собьемся в кучу, отстреливаться будем и отходить на город.",0
384,Перебьют – перебьют.,0
385,"Хоть вместе, по крайней мере.",0
386,"И, вообрази,– стихло.",0
387,Утром начали по три человека в Трактир бегать греться.,0
388,"Знаешь, когда смена пришла?",0
389,Сегодня в два часа дня.,0
390,Из первой дружины человек двести юнкеров.,0
391,"И, можешь себе представить, прекрасно одеты – в папахах, в валенках и с пулеметной командой.",0
392,Привел их полковник НайТурс.,0
393,–А!,0
394,"Наш, наш!– вскричал Николка.",0
395,"–Погодика, он не белградский гусар?– спросил Турбин.",0
396,"–Да, да, гусар…",0
